uid,org,group,a,b,entry,f1,correct,prec_id0.25,prec_id0,prec_examples,status,fnat_6,f1set_6,fnat_8,f1set_8,fnat_10,f1set_10
ma-bak-cepc-0508,yeast,confident,P39012,P38875,9ub8,0.8695652173913043,True,False,False,,ok,0.8148148148148148,0.7835051546391752,0.8165137614678899,0.8695652173913043,0.9285714285714286,0.9235880398671097
ma-bak-cepc-0515,yeast,confident,P39515,Q02889,9j9b,0.8524590163934426,True,False,False,,ok,0.8888888888888888,0.8888888888888888,0.90625,0.896551724137931,0.8695652173913043,0.8703703703703703
ma-bak-cepc-0524,yeast,confident,P39731,P47149,9s4q,0.898936170212766,True,True,True,"5T51,5T58,5T59,5WWL",ok,0.8382352941176471,0.8808290155440415,0.7991967871485943,0.898936170212766,0.8109452736318408,0.8985507246376812
ma-bak-cepc-0529,yeast,confident,P39744,P10962,8e5t,0.3076923076923077,False,False,False,,ok,0.0,0.0,0.0,0.0,0.0,0.0
ma-bak-cepc-0535,yeast,confident,P40046,P47075,7ytj,0.8177777777777778,True,False,False,,ok,0.7368421052631579,0.9056603773584906,0.7266187050359713,0.8425925925925926,0.8,0.9079365079365079
ma-bak-cepc-0571,yeast,confident,P40505,P31385,9v2v,0.84,True,False,False,,ok,0.627906976744186,0.8099173553719008,0.7131147540983607,0.8527918781725888,0.7708333333333334,0.8831168831168831
ma-bak-cepc-0577,yeast,confident,P40568,P39731,9s5n,0.054054054054054,False,True,True,5T58,ok,0.0,0.0,0.0136986301369863,0.05405405405405406,0.013440860215053764,0.11952191235059761
ma-bak-cepc-0578,yeast,confident,P40568,P47149,9s5n,0.34375,False,True,True,5T58,ok,0.4166666666666667,0.5,0.16666666666666666,0.34375,0.22857142857142856,0.3898305084745763
ma-bak-cepc-0579,yeast,confident,P40568,Q12143,9s5n,0.8443271767810027,True,True,True,5T58,ok,0.8225806451612904,0.8,0.7982832618025751,0.8540540540540541,0.8198874296435272,0.8602150537634409
ma-bak-cepc-0586,yeast,confident,P41733,P38875,9ub8,0.926605504587156,True,False,False,,ok,0.918918918918919,0.9122807017543859,0.9236641221374046,0.926605504587156,0.9606060606060606,0.9647058823529412
ma-bak-cepc-0587,yeast,confident,P41733,P39012,9ub8,0.0,False,False,False,,ok,0.0,0.0,0.0,0.0,0.0,0.0
ma-bak-cepc-0588,yeast,confident,P41733,Q04080,9ub7,0.8656716417910447,True,False,False,,ok,0.8,0.7096774193548387,0.8823529411764706,0.8656716417910447,0.9375,0.9137931034482759
ma-bak-cepc-0596,yeast,confident,P42846,P25586,9g28,0.7005649717514124,True,False,False,,ok,0.24242424242424243,0.4444444444444444,0.45454545454545453,0.6838709677419355,0.4448051948051948,0.702928870292887
ma-bak-cepc-0612,yeast,confident,P46670,P40987,9edr,0.6379310344827587,True,False,False,,ok,0.5,0.6808510638297872,0.45901639344262296,0.6434782608695652,0.4943820224719101,0.6296296296296297
ma-bak-cepc-0637,yeast,confident,P47088,P25580,23gf,0.9148936170212766,True,False,False,,ok,0.8181818181818182,0.9090909090909091,0.819672131147541,0.9081081081081082,0.8571428571428571,0.9285714285714286
ma-bak-cepc-0643,yeast,confident,P47128,Q12311,9uuo,0.8347826086956521,True,False,False,,ok,0.6923076923076923,0.7796610169491526,0.7142857142857143,0.8495575221238938,0.673469387755102,0.8795180722891566
ma-bak-cepc-0674,yeast,confident,P49018,P39012,9ub7,0.5151515151515151,True,False,False,,ok,0.25,0.42105263157894735,0.7058823529411765,0.8095238095238095,0.775,0.7936507936507936
ma-bak-cepc-0675,yeast,confident,P49018,Q04080,9ub7,0.8200836820083682,True,False,False,,ok,0.3333333333333333,0.6181818181818182,0.5323741007194245,0.8154506437768241,0.5957446808510638,0.8484848484848485
ma-bak-cepc-0700,yeast,confident,P53146,P28791,8eki,0.8421052631578947,True,False,False,,ok,0.5333333333333333,0.7647058823529411,0.676923076923077,0.8421052631578947,0.7701863354037267,0.9056603773584906
ma-bak-cepc-0701,yeast,confident,P53146,Q12745,8eki,0.9176470588235294,True,False,False,,ok,0.8571428571428571,0.8695652173913043,0.8863636363636364,0.9176470588235294,0.8478260869565217,0.8551724137931035
ma-bak-cepc-0719,yeast,confident,P53267,Q12248,8q84,0.6597938144329897,True,True,True,6CFZ,ok,0.05263157894736842,0.48148148148148145,0.015384615384615385,0.6526315789473685,0.05357142857142857,0.7898089171974523
ma-bak-cepc-0732,yeast,confident,P53335,P53131,8rdy,0.8235294117647058,True,False,False,,ok,0.6666666666666666,0.8076923076923077,0.8518518518518519,0.8974358974358975,0.8715596330275229,0.9365079365079365
ma-bak-cepc-0734,yeast,confident,P53437,P38204,7z0o,0.9521410579345088,True,False,False,,ok,0.8775510204081632,0.9083333333333333,0.896774193548387,0.9518987341772152,0.8922686945500634,0.9622641509433962
ma-bak-cepc-0771,yeast,confident,P05748,P21304,10zz,0.4242424242424242,False,True,True,"4V3P,4V7E",ok,0.06666666666666667,0.13953488372093023,0.21739130434782608,0.3870967741935484,0.27350427350427353,0.5
ma-bak-cepc-0780,yeast,confident,P69851,P69852,8q84,0.918032786885246,True,False,False,,ok,0.7586206896551724,0.9166666666666666,0.8947368421052632,0.9180327868852459,0.9246231155778895,0.9263157894736842
ma-bak-cepc-0794,yeast,confident,Q01852,P39515,9n84,0.5714285714285714,True,False,False,,ok,0.5,0.6666666666666666,0.34545454545454546,0.5714285714285714,0.5112781954887218,0.7636363636363637
ma-bak-cepc-0797,yeast,confident,Q02199,P14907,7wot,0.5560165975103735,True,True,True,"8ZZA,8ZZB,8ZZC,8ZZK",ok,0.275,0.4742268041237113,0.38922155688622756,0.5665236051502146,0.4037122969837587,0.6421052631578947
ma-bak-cepc-0798,yeast,confident,Q02199,P48837,7wot,0.6878980891719745,True,False,False,,ok,0.14035087719298245,0.3007518796992481,0.3853211009174312,0.6900958466453674,0.42034548944337813,0.7442827442827443
ma-bak-cepc-0809,yeast,confident,Q02574,P48581,8fs6,0.9176470588235294,True,False,False,,ok,0.8125,0.9166666666666666,0.8032786885245902,0.9176470588235294,0.8854961832061069,0.9420289855072463
ma-bak-cepc-0821,yeast,confident,Q02793,P23179,8uru,0.8421052631578947,True,False,False,,ok,0.6666666666666666,0.7272727272727273,0.821917808219178,0.8421052631578947,0.8333333333333334,0.9351851851851852
ma-bak-cepc-0863,yeast,confident,Q03579,P28496,8qtr,0.7848101265822784,True,False,False,,ok,0.3333333333333333,0.6060606060606061,0.5178571428571429,0.7692307692307693,0.5909090909090909,0.8467153284671532
ma-bak-cepc-0868,yeast,confident,Q03723,P39007,7oci,0.964824120603015,True,False,False,,ok,0.9130434782608695,0.8672566371681416,0.967479674796748,0.9696969696969697,0.9637883008356546,0.9570552147239264
ma-bak-cepc-0878,yeast,confident,Q04080,P38875,9ub8,0.8545454545454545,True,False,False,,ok,0.7333333333333333,0.8421052631578947,0.7952755905511811,0.8663594470046083,0.822289156626506,0.9142857142857143
ma-bak-cepc-0913,yeast,confident,Q05541,P43124,7tve,0.8692579505300353,True,False,False,,ok,0.8095238095238095,0.8280254777070064,0.751219512195122,0.8652482269503546,0.7987679671457906,0.9002433090024331
ma-bak-cepc-0926,yeast,confident,Q06163,Q03096,9swn,0.8427672955974843,True,False,False,,ok,0.7916666666666666,0.7323943661971831,0.7848101265822784,0.8571428571428571,0.8968609865470852,0.9375
ma-bak-cepc-0945,yeast,confident,Q06551,P41912,8hfc,0.9433962264150944,True,False,False,,ok,0.6956521739130435,0.8148148148148148,0.8041958041958042,0.9433962264150944,0.8131868131868132,0.9230769230769231
ma-bak-cepc-0960,yeast,confident,Q07913,P43124,7ymd,0.7111111111111111,True,False,False,,ok,0.13636363636363635,0.5714285714285714,0.21875,0.6966292134831461,0.43373493975903615,0.8027210884353742
ma-bak-cepc-0961,yeast,confident,Q07913,Q05541,7tve,0.8544600938967136,True,False,False,,ok,0.4878048780487805,0.7184466019417476,0.6641221374045801,0.8530805687203792,0.7444444444444445,0.9194029850746268
ma-bak-cepc-0992,yeast,confident,Q08923,P31385,9v2v,0.3870967741935484,False,False,False,,ok,0.0,0.3333333333333333,0.0625,0.38961038961038963,0.17796610169491525,0.6434782608695652
ma-bak-cepc-0993,yeast,confident,Q08949,P48581,8fs5,0.7272727272727273,True,False,False,,ok,0.5625,0.7619047619047619,0.84375,0.967032967032967,0.8211920529801324,0.9253731343283582
ma-bak-cepc-0994,yeast,confident,Q08949,Q02574,8fs7,0.6741573033707865,True,False,False,,ok,0.7777777777777778,0.7,0.6808510638297872,0.7407407407407407,0.7652173913043478,0.8062015503875969
ma-bak-cepc-1015,yeast,confident,Q12124,P40356,7uil,0.6909090909090909,True,True,True,8ZZ3,ok,1.0,0.3333333333333333,0.8235294117647058,0.7128712871287128,0.8073394495412844,0.7453416149068323
ma-bak-cepc-1021,yeast,confident,Q12143,P47149,9s4q,0.8813559322033898,True,True,True,5T58,ok,0.3333333333333333,0.6,0.7142857142857143,0.8813559322033898,0.7475728155339806,0.8545454545454545
ma-bak-cepc-1033,yeast,confident,Q12248,P69850,8q84,0.8760330578512396,True,True,True,6CFZ,ok,0.6086956521739131,0.6885245901639344,0.7428571428571429,0.8760330578512396,0.75625,0.8333333333333334
ma-bak-cepc-1047,yeast,confident,Q12343,Q12321,8cen,0.8947368421052632,True,True,True,8ZZ3,ok,1.0,0.9473684210526315,0.8636363636363636,0.8947368421052632,0.9107142857142857,0.9230769230769231
ma-bak-cepc-1053,yeast,confident,Q12387,Q06504,8bip,0.9294605809128632,True,False,True,,ok,0.7936507936507936,0.881578947368421,0.8451612903225807,0.925,0.844097995545657,0.9405684754521964
ma-bak-cepc-1060,yeast,confident,Q12432,Q04779,8kc7,0.7015706806282722,True,False,False,,ok,0.4318181818181818,0.6326530612244898,0.49333333333333335,0.7127659574468085,0.5163934426229508,0.7279151943462897
ma-bak-cepc-1084,yeast,confident,Q3E790,P40970,8qof,0.9133858267716536,True,False,False,,ok,0.4,0.6557377049180327,0.5454545454545454,0.9133858267716536,0.5696969696969697,0.883248730964467
ma-bak-cepc-1101,yeast,confident,Q99216,Q08444,8c01,0.8571428571428571,True,True,True,"6G18,6G4S,6G51,6G53",ok,0.75,0.8387096774193549,0.7567567567567568,0.8333333333333334,0.75,0.813953488372093
